field	standardized_value	semantic_class	proposed_destination	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Collection Date	Country
Sample_Type_SD	glacier	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000286315.1	SAMN02470170	Paenisporosarcina sp. TG20	Isolation Source	sediment-laden stratified basal ice from Taylor Glacier	absent							sediment-laden stratified basal ice from Taylor Glacier	environmental material	environmental material		glacier	environmental/geologic material		sediment	sediment	aquatic sediment environment	glacier	2007	Antarctica
Sample_Type_SD	leaves	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000287475.1	SAMN02471761	Sinorhizobium meliloti H1	Isolation Source	leaves	Medicago sativa	Medicago sativa						leaves	clinical/host-associated material	clinical/host-associated material		leaves	plant-associated material	leaf tissue					2009	Italy
Sample_Type_SD	nodule	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000292525.1	SAMN02469421	Rhizobium sp. CCGE 510	Isolation Source	nodules	Phaseolus albescens	Phaseolus albescens						nodules	clinical/host-associated material	clinical/host-associated material		nodule	plant-associated material	plant root/rhizosphere					2010	Mexico
Sample_Type_SD	sponge	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000294595.1	SAMN02471747	Arthrobacter sp. TB 23	Isolation Source	marine sponge from Terra Nova Bay	Lissodendoryx nobilis	Porifera						marine sponge from Terra Nova Bay	clinical/host-associated material	clinical/host-associated material		sponge	surface/sample collection material		marine		marine environment		2005	Antarctica
Sample_Type_SD_Broad	surface/sample collection material	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000294595.1	SAMN02471747	Arthrobacter sp. TB 23	Host	Lissodendoryx nobilis	Lissodendoryx nobilis	Porifera						marine sponge from Terra Nova Bay	clinical/host-associated material	clinical/host-associated material		sponge	surface/sample collection material		marine		marine environment		2005	Antarctica
Sample_Type_SD	nodule	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000295895.1	SAMN02469420	Rhizobium sp. Pop5	Isolation Source	nitrogen fixing nodule recovered from rainforest acidic soil	Phaseolus vulgaris	Phaseolus vulgaris						nitrogen fixing nodule recovered from rainforest acidic soil	environmental material	environmental material		nodule	plant-associated material	plant root/rhizosphere	soil	soil	terrestrial environment		2010	Mexico
Sample_Type_SD	rectal swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000299515.2	SAMN02469952	Vibrio cholerae VC1761	Isolation Source	rectal swab	Homo sapiens	Homo sapiens					rectum/perianal region	rectal swab	clinical/host-associated material	clinical/host-associated material		rectal swab	swab	rectum/perianal region					2009	Malaysia
Sample_Type_SD	salmon	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000300295.4	SAMN02469424	Piscirickettsia salmonis LF-89 = ATCC VR-1361	Isolation Source	Coho salmon	absent	Salmonidae						Coho salmon	clinical/host-associated material	clinical/host-associated material		salmon	host-associated context						absent	Chile
Isolation_Site_SD	gut content	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_000300795.2	SAMN02470721	Lactococcus garvieae DCC43	Host	absent	absent	Anas platyrhynchos					gastrointestinal tract	Mallard duck intestines	clinical/host-associated material	clinical/host-associated material				gut content					absent	absent
Sample_Type_SD	potato	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000300895.1	SAMN02470813	Serratia plymuthica A30	Host	potato	potato	Solanum tuberosum						potato tuber rotten tissue	plant/produce food product	food		potato	plant-associated material						2009	Netherlands
Sample_Type_SD	leaves	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000304715.1	SAMN02471614	Fructilactobacillus florum 2F	Isolation Source	leaves of Valencia Orange Leaf	Citrus sinensis (Valencia Orange Leaf)	Citrus sinensis						leaves of Valencia Orange Leaf	clinical/host-associated material	clinical/host-associated material		leaves	plant-associated material	leaf tissue					2011	United States
Sample_Type_SD	drainage	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000305855.1	SAMN02469755	Francisella tularensis subsp. tularensis 80700103	Isolation Source	hand drainage	Homo sapiens	Homo sapiens						hand drainage				drainage	clinical fluid/material						absent	United States
Sample_Type_SD	environmental sample	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000307635.1	SAMN01816400	Clostridium botulinum CFSAN001627	Sample Type	environmental	absent							well water	environmental material	environmental material	environmental	environmental sample	environmental material		water	water	environmental sample		2008	United States
Sample_Type_SD	environmental sample	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000307655.2	SAMN01816399	Clostridium botulinum CFSAN001628	Sample Type	environmental	absent							well water	environmental material	environmental material	environmental	environmental sample	environmental material		water	water	environmental sample		2008	United States
Sample_Type_SD	single cell	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_000307935.1	SAMN02436393	SAR86 cluster bacterium SAR86E	Isolation Source	single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the Scripps Institution of Oceanography Pier								single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the Scripps Institution of Oceanography Pier	environmental material	environmental material	single cell	single cell	single cell		seawater	water	marine environment		2009	absent
Sample_Type_SD_Broad	single cell	sample_processing	Sample_Processing_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000307935.1	SAMN02436393	SAR86 cluster bacterium SAR86E	Isolation Source	single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the Scripps Institution of Oceanography Pier								single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the Scripps Institution of Oceanography Pier	environmental material	environmental material	single cell	single cell	single cell		seawater	water	marine environment		2009	absent
Sample_Type_SD	secretion	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000307975.2	SAMN02471421	Acinetobacter baumannii AC30	Isolation Source	endotracheal secretion from a patient at Hospital Sultanah Nur Zahirah	Homo sapiens	Homo sapiens			patient			endotracheal secretion from a patient at Hospital Sultanah Nur Zahirah	clinical/host-associated material	clinical/host-associated material		secretion	clinical fluid/material				healthcare-associated environment	healthcare facility	2011	Malaysia
Isolation_Site_SD	pus	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_000309035.1	SAMN02471288	Acinetobacter haemolyticus TG19602	Isolation Source	ocular pus	Homo sapiens	Homo sapiens						ocular pus	clinical/host-associated material	clinical/host-associated material		pus	clinical fluid/material	pus					absent	absent
Sample_Type_SD	environmental sample	metadata_descriptor	suppress/provenance only	Sample_Type fields should contain physical specimen/material values only.	GCA_000314025.1	SAMN01795759	Campylobacter coli BIGS0003	Isolation Source	environmental	absent							environmental	environmental material	environmental material		environmental sample	environmental material		air	environmental material	environmental sample		2005	United Kingdom
Sample_Type_SD	wildlife	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000315775.1	SAMN02470984	Enterobacter hormaechei	Isolation Source	feces from giant panda at Shaanxi Rare Wildlife Rescuing and Breeding Center	Ailuropoda melanoleuca	Ailuropoda melanoleuca						feces from giant panda at Shaanxi Rare Wildlife Rescuing and Breeding Center	clinical/host-associated material	clinical/host-associated material		wildlife	host-associated context				host-associated gut/oral/fecal environment	gut/fecal local context	2008	China
Sample_Type_SD	nasal swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000320365.1	SAMN02472058	Moraxella macacae 0408225	Isolation Source	nasal swab	Macaca fascicularis	Macaca fascicularis					nasal cavity/sinus/upper respiratory tract	nasal swab	clinical/host-associated material	clinical/host-associated material		nasal swab	swab	nasal cavity/sinus/upper respiratory tract					absent	United States
Sample_Type_SD	ascites	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000321485.1	SAMN00779811	Enterococcus faecium EnGen0012	Isolation Source	Ascites	Hospitalized patient	Homo sapiens						Ascites	clinical/host-associated material	clinical/host-associated material		ascites	clinical fluid/material						1995	Netherlands
Isolation_Site_SD	pus	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_000321965.1	SAMN00779819	Enterococcus faecium EnGen0031	Isolation Source	Pus	Hospitalized patient	Homo sapiens						Pus	clinical/host-associated material	clinical/host-associated material		pus	clinical fluid/material	pus					1960	Netherlands
Sample_Type_SD	catheter	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_000322345.1	SAMN00779846	Enterococcus faecium EnGen0054	Isolation Source	Draining catheter	Hospitalized patient	Homo sapiens						Draining catheter	clinical/host-associated material	clinical/host-associated material		catheter	medical device						1999	Italy
Sample_Type_SD_Broad	medical device	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000322345.1	SAMN00779846	Enterococcus faecium EnGen0054	Host	Hospitalized patient	Hospitalized patient	Homo sapiens						Draining catheter	clinical/host-associated material	clinical/host-associated material		catheter	medical device						1999	Italy
Sample_Type_SD	drainage	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_000328425.1	SAMN02470931	Enterococcus faecium C309	Isolation Source	peritoneal drainage fluids	Homo sapiens	Homo sapiens						peritoneal drainage fluids				drainage	clinical fluid/material						2006	China
Host_Health_State_SD	dead	vital_status	Host_Vital_Status_SD	Vital status should move to Host_Vital_Status_SD.	GCA_000328625.1	SAMN02261360	Halobacteroides halobius DSM 5150	Isolation Source	Dead Sea sediment	absent				dead			Dead Sea sediment	environmental material	environmental material					marine sediment	sediment	aquatic sediment environment		absent	Israel
