assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	detail	Host_SD	Host_TaxID	Host_Context_SD	Host_Health_State_SD	Host_Disease_SD	Isolation_Site_SD	Isolation_Source_SD	Sample_Type_SD
GCA_002566145.1	SAMN07598531	Bacillus thuringiensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_013284725.1	SAMN15009693	Bacillus velezensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_053762585.1	SAMN52659787	Citrobacter sp. ESY80	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	laboratory culture
GCA_054161405.1	SAMN27610223	Bacillus sp. PK5-004	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tribulus terrestris	210369				plant-associated material	plant-associated material	
GCA_056850525.1	SAMN47254751	Xanthomonas citri pv. malvacearum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Fragaria x ananassa	3747				plant-associated material	plant-associated material	
GCA_047782405.1	SAMN16788681	Paenarthrobacter sp. x-16	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_053901285.1	SAMN53526170	Xylella fastidiosa subsp. pauca	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Coffea arabica	13443				plant-associated material	plant-associated material	cell culture
GCA_018383435.1	SAMN19068630	Pseudomonas syringae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Medicago sativa	3879				plant-associated material	plant-associated material	
GCA_023631065.1	SAMN26211610	Caballeronia sp. GAOx1	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Anasa tristis	236421				plant-associated material	plant-associated material	gut content
GCA_002564675.1	SAMN07598524	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_015018615.1	SAMN14091701	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	
GCA_023631225.1	SAMN26211602	Caballeronia sp. NCTM1	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Anasa tristis	236421				plant-associated material	plant-associated material	gut content
GCA_025289235.1	SAMN19273746	Klebsiella pneumoniae subsp. pneumoniae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_047984525.1	SAMN45227844	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_047985385.1	SAMN45227816	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_047987265.1	SAMN45227749	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_046235235.1	SAMN43154798	Enterobacter cloacae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Selenicereus	83431				plant-associated material	plant-associated material	
GCA_001644805.2	SAMN02716068	Ralstonia solanacearum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_046549155.1	SAMN16788683	Streptomyces sp. x-45	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_053819085.1	SAMN53424831	Bacillus subtilis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_037198305.1	SAMN39681384	Agrobacterium leguminum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_037482305.1	SAMN40414376	Pseudokineococcus sp. 5B2Z-1	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_056830685.1	SAMN47254573	Xanthomonas citri pv. citri	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Citrus	2706				plant-associated material	plant-associated material	
GCA_055633115.1	SAMN52659788	Enterobacter asburiae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	laboratory culture
GCA_022531745.1	SAMN25989703	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022536935.1	SAMN25990040	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022532245.1	SAMN25989382	Klebsiella ornithinolytica	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022535915.1	SAMN25988694	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022519745.1	SAMN25988711	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022528605.1	SAMN25989460	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022529765.1	SAMN25988853	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022535155.1	SAMN25989590	Klebsiella oxytoca	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_024181825.1	SAMN29361902	Vibrio sp. Y53_MX_L15	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_039822645.1	SAMN41325169	Rossellomorea sp. RS05	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	bacterial culture
GCA_056831565.1	SAMN47254577	Xanthomonas citri pv. citri	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_015017375.1	SAMN14091727	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_022533855.1	SAMN25989042	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_021892655.1	SAMN14372658	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022493935.1	SAMN14134880	Herbaspirillum seropedicae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_003177055.1	SAMN03761947	Sinorhizobium fredii CCBAU 25509	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Glycine soja	3848				plant-associated material	plant-associated material	cell culture
GCA_001885845.1	SAMN03267167	Enterococcus casseliflavus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_002558985.1	SAMN07597263	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Zea mays	4577				plant-associated material	plant-associated material	
GCA_047988525.1	SAMN45227714	Pseudomonas aeruginosa	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			clinical/host-associated material	sink
GCA_051132075.1	SAMN18220749	Pseudomonas sp. R3-56	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Bassia eriophora	267525				plant-associated material	plant-associated material	
GCA_057475195.1	SAMN58941104	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	meat product
GCA_000504425.1	SAMN02401939	Rhodopseudomonas palustris JSC-3b	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_028765035.1	SAMN33319961	Bacillus toyonensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Arthrocaulon	2116365				plant-associated material	plant-associated material	single cell
GCA_013283915.1	SAMN15053797	Bacillus altitudinis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum tuberosum	4113				plant-associated material	plant/produce food product	cell culture
GCA_013284785.2	SAMN15009897	Bacillus velezensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_051783725.1	SAMN49740162	Musicola paradisiaca	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Musa x paradisiaca	89151				plant-associated material	plant-associated material	
GCA_051783765.1	SAMN49740160	Dickeya undicola	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Ipomoea batatas	4120				plant-associated material	plant-associated material	
GCA_000520875.1	SAMN02769652	Rhizobium leguminosarum bv. trifolii CB782	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_011587045.1	SAMN08923870	Salmonella enterica subsp. enterica serovar Bareilly	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Bacopa monnieri	263974				plant-associated material	plant-associated material	
GCA_011801245.1	SAMN13899375	Clavibacter capsici	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Capsicum	4071				plant-associated material	plant-associated material	cell culture
GCA_030846865.1	SAMN30207211	Cronobacter sakazakii	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	milk powder
GCA_045207285.1	SAMN30553196	Streptomyces sp. NBC_00715	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_001655615.1	SAMN03701341	Pseudomonas sp. GR 6-02	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Artemisia princeps	223870				plant-associated material	plant-associated material	
GCA_947084855.1	SAMEA111451379	uncultured Nitrospirota bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_001692425.1	SAMN04901305	Agrobacterium tumefaciens	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Leucanthemum	99071				plant-associated material	plant-associated material	
GCA_022525765.1	SAMN25988742	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_002584765.1	SAMN07597807	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_002574795.1	SAMN07598162	Priestia megaterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_002583575.1	SAMN07597788	Bacillus anthracis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Zea mays	4577				plant-associated material	plant-associated material	
GCA_002552505.1	SAMN07598622	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_002566225.1	SAMN07598509	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_000959725.1	SAMN03010439	Burkholderia gladioli	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
