normalized_lookup	raw_value	source_column	target_field	standardized_value	broad_value	review_status	confidence	batch_id	issue_type	severity	recommended_action
filtered seawater w 10 mmol l ammonium chloride	Filtered seawater w 10 mmol/L Ammonium chloride		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
cow rumen	cow rumen		Isolation_Site_SD	rumen		approved	high	preexisting	none	pass	none
sheep rumen	sheep rumen		Isolation_Site_SD	rumen		approved	high	preexisting	none	pass	none
mediterranean grassland soil	Mediterranean Grassland Soil		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
soil of a ginseng field	Soil of a ginseng field		Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
lake washington sediment	Lake Washington sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
sea water sample	Sea-water sample		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
rumen of cattle 1998 l ganqiu	Rumen of cattle, 1998, L. Ganqiu		Isolation_Site_SD	rumen		approved	high	preexisting	none	pass	none
human blood	Human Blood		Isolation_Site_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
high altitude fresh fecal sample	high altitude fresh fecal sample		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
cheese rind	cheese rind		Isolation_Source_SD	dairy food	environmental material	approved	high	preexisting	none	pass	none
activated sludge of municipal wastewater treatment plants	Activated sludge of municipal wastewater treatment plants		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
maternal stool	maternal stool		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
single cell amplified by wga x seawater	single cell amplified by WGA-X; seawater		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
fish gut	Fish gut		Isolation_Source_SD	seafood/aquatic food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
baltic sea water	Baltic Sea water		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
biofilm from sulfidic cave	biofilm from sulfidic cave		Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
anaerobic bioreactor effluent	anaerobic bioreactor effluent		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
microcystis colony from freshwater lake	Microcystis colony from freshwater lake		Environment_Medium_SD	freshwater	environmental material	approved	high	preexisting	none	pass	none
kimchi	kimchi		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
biofilm from cave	biofilm from cave		Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
activated sludge from wastewater treatment plant	activated sludge from wastewater treatment plant		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
feces extracted directly from colon	feces extracted directly from colon		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
raw pork	Raw Pork		Isolation_Source_SD	pork/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
freshwater lakes	Freshwater Lakes		Environment_Medium_SD	freshwater	environmental material	approved	high	preexisting	none	pass	none
domestic waste water	Domestic waste water		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
maternal feces	maternal feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
hospital sewage	Hospital sewage		Environment_Medium_SD	hospital sewage	environmental material	approved	high	preexisting	none	pass	none
raw milk	raw milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
hypoxic seawater	hypoxic seawater		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
estuarine open water surface layer	estuarine open water surface layer		Environment_Medium_SD	estuarine water	environmental material	approved	high	preexisting	none	pass	none
vegetable	vegetable		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
patient or hospital wastewater site	Patient or hospital wastewater site		Environment_Medium_SD	hospital wastewater	environmental material	approved	high	preexisting	none	pass	none
activated sludge from shatin waste water treatment plant collected monthly from 2007 through 2015	activated sludge from Shatin waste water treatment plant collected monthly from 2007 through 2015		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
fresh feces collected from rock from a sea lion colony	fresh feces collected from rock from a sea lion colony		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
metagenome	metagenome		Sample_Type_SD	metagenomic assembly	metadata descriptor / non-source	approved	high	preexisting	none	pass	none
fecal samples from 20 animals	fecal samples from 20 animals		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
full scale wwtp activated sludge	Full scale WWTP activated sludge		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
blood culture	BLOOD CULTURE		Isolation_Site_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
chicken meat	Chicken Meat		Isolation_Source_SD	poultry meat/product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
hospital waste water	Hospital waste water		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
macroalgal ambient sediment	Macroalgal ambient sediment		Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
activated sludge reactor	Activated sludge reactor		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
biofilm from active travertine forming spring	biofilm from active travertine-forming spring		Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
freshwater surface 50 cm depth	freshwater surface (50 cm depth)		Environment_Medium_SD	freshwater	environmental material	approved	high	preexisting	none	pass	none
laboratory heat treated raw milk	Laboratory Heat Treated Raw Milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
rectum swab	Rectum Swab		Sample_Type_SD	rectal/perianal swab	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
urine specimen	Urine specimen		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
equine fecal microbiome	equine fecal microbiome		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
cucumber fermentation brine	cucumber fermentation brine		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
biofilm fouling a methane capture system in an active sanitary landfill in southern ontario	Biofilm fouling a methane capture system in an active sanitary landfill in Southern Ontario		Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
single cell amplified by mda seawater	single cell amplified by MDA; seawater		Environment_Medium_SD	seawater	environmental material	approved	high	preexisting	none	pass	none
meat at retail level	meat at retail level		Isolation_Source_SD	meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
cheese starter culture	Cheese starter culture		Isolation_Source_SD	dairy food	environmental material	approved	high	preexisting	none	pass	none
axillary groin swab	Axillary-groin swab		Sample_Type_SD	skin/body-surface swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
cheese core	Cheese Core		Isolation_Source_SD	dairy food	environmental material	approved	high	preexisting	none	pass	none
stool sample feces	stool sample (feces)		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
urine midstream	Urine, midstream		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
ace degrading consortia seeded with activated sludge sampled from 6 local waste water treatment plants wwtps	ACE-degrading consortia seeded with activated sludge sampled from 6 local waste water treatment plants (WWTPs)		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
hospital shower hose biofilm	hospital shower hose biofilm		Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
dairy milk	Dairy Milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
milk and dairy products	Milk and Dairy products		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
raw meat	Raw Meat		Isolation_Source_SD	meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
urinary tract sample	Urinary tract sample		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
estuary water column	estuary water column		Environment_Medium_SD	estuarine water	environmental material	approved	high	preexisting	none	pass	none
ground beef	GROUND BEEF		Isolation_Source_SD	beef/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
heat treated 2 fat milk	heat treated 2% fat milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
hosptial waste water	Hosptial waste water		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
raw beef	Raw Beef		Isolation_Source_SD	beef/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
anaerobic bioreactor effluent solid retention time of 6 days	anaerobic bioreactor effluent; solid retention time of 6 days		Environment_Medium_SD	wastewater	environmental material	approved	high	preexisting	none	pass	none
activated sludge reactor from wastewater treatment plant	activated sludge reactor from wastewater treatment plant		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
section of microbial mat collected from hot spring water	Section of microbial mat collected from hot spring water		Environment_Medium_SD	hot spring water	environmental material	approved	high	preexisting	none	pass	none
water from a groundwater well adjacent to an active municipal landfill in southern ontario	water from a groundwater well adjacent to an active municipal landfill in Southern Ontario		Environment_Medium_SD	groundwater	environmental material	approved	high	preexisting	none	pass	none
